Date, Semantic
06-Oct-15, 0.187
07-Oct-15, 0.0975
08-Oct-15, 0.0
09-Oct-15, 0.0
10-Oct-15, 0.0
11-Oct-15, 0.0
12-Oct-15, 0.0
13-Oct-15, 0.0
14-Oct-15, 0.0
15-Oct-15, 0.0
16-Oct-15, 0.0
17-Oct-15, 0.0
18-Oct-15, 0.0
19-Oct-15, 0.0
20-Oct-15, 0.0
21-Oct-15, -0.021500000000000005
22-Oct-15, 0.0
23-Oct-15, 0.0
24-Oct-15, 0.0
25-Oct-15, 0.0
26-Oct-15, 0.0
27-Oct-15, 0.0
28-Oct-15, 0.0
29-Oct-15, 0.372
30-Oct-15, 0.0
31-Oct-15, 0.0
01-Nov-15, 0.0
02-Nov-15, 0.0
03-Nov-15, 0.0
04-Nov-15, 0.0
05-Nov-15, 0.0
06-Nov-15, 0.0
07-Nov-15, 0.0
08-Nov-15, 0.0
09-Nov-15, 0.0
10-Nov-15, 0.0
11-Nov-15, 0.0
12-Nov-15, 0.0
13-Nov-15, 0.0
14-Nov-15, 0.0
15-Nov-15, 0.0
16-Nov-15, 0.0
17-Nov-15, 0.0
18-Nov-15, 0.0
19-Nov-15, 0.0
20-Nov-15, 0.0
21-Nov-15, 0.0
22-Nov-15, 0.0
23-Nov-15, 0.0
24-Nov-15, 0.0
25-Nov-15, 0.0
26-Nov-15, 0.0
27-Nov-15, 0.0
28-Nov-15, 0.0
29-Nov-15, 0.0
30-Nov-15, 0.0
01-Dec-15, 0.0
02-Dec-15, 0.0
03-Dec-15, 0.0
04-Dec-15, 0.0
05-Dec-15, 0.0
06-Dec-15, 0.0
07-Dec-15, 0.0
08-Dec-15, 0.0
09-Dec-15, 0.0
10-Dec-15, 0.0
11-Dec-15, 0.0
12-Dec-15, 0.0
13-Dec-15, 0.0
14-Dec-15, 0.0
15-Dec-15, 0.0
16-Dec-15, 0.0
17-Dec-15, 0.0
18-Dec-15, 0.0
19-Dec-15, 0.0
20-Dec-15, 0.0
21-Dec-15, 0.0
22-Dec-15, 0.0
23-Dec-15, 0.0
24-Dec-15, 0.0
25-Dec-15, 0.0
26-Dec-15, 0.0
27-Dec-15, 0.0
28-Dec-15, 0.0
29-Dec-15, 0.0
30-Dec-15, 0.0
31-Dec-15, 0.0
01-Jan-16, 0.0
02-Jan-16, 0.0
03-Jan-16, 0.0
04-Jan-16, 0.0
05-Jan-16, 0.0
06-Jan-16, 0.0
07-Jan-16, 0.0
08-Jan-16, 0.0
09-Jan-16, 0.0
10-Jan-16, 0.0
11-Jan-16, 0.0
12-Jan-16, 0.0
13-Jan-16, 0.0
14-Jan-16, 0.0
15-Jan-16, 0.0
16-Jan-16, 0.0
17-Jan-16, 0.0
18-Jan-16, 0.0
19-Jan-16, 0.0
20-Jan-16, 0.0
21-Jan-16, 0.0
22-Jan-16, 0.0
23-Jan-16, 0.0
24-Jan-16, 0.0
25-Jan-16, 0.0
26-Jan-16, 0.0
27-Jan-16, 0.0
28-Jan-16, 0.0
29-Jan-16, 0.0
30-Jan-16, 0.0
31-Jan-16, 0.0
01-Feb-16, 0.0
02-Feb-16, 0.0
03-Feb-16, 0.0
04-Feb-16, 0.0
05-Feb-16, 0.0
06-Feb-16, 0.0
07-Feb-16, 0.0
08-Feb-16, 0.0
09-Feb-16, 0.0
10-Feb-16, 0.0
11-Feb-16, 0.0
12-Feb-16, 0.0
13-Feb-16, 0.0
14-Feb-16, 0.0
15-Feb-16, 0.0
16-Feb-16, 0.0
17-Feb-16, 0.0
18-Feb-16, 0.0
19-Feb-16, 0.0
20-Feb-16, 0.0
21-Feb-16, 0.0
22-Feb-16, 0.0
23-Feb-16, 0.0
24-Feb-16, 0.0
25-Feb-16, 0.0
26-Feb-16, 0.0
27-Feb-16, 0.0
28-Feb-16, 0.0
29-Feb-16, 0.0
01-Mar-16, 0.0
02-Mar-16, 0.0
03-Mar-16, 0.0
04-Mar-16, 0.0
05-Mar-16, 0.0
06-Mar-16, 0.0
07-Mar-16, 0.0
08-Mar-16, 0.0
09-Mar-16, 0.0
10-Mar-16, 0.0
11-Mar-16, 0.0
12-Mar-16, 0.0
13-Mar-16, 0.0
14-Mar-16, 0.0
15-Mar-16, 0.0
16-Mar-16, 0.0
17-Mar-16, 0.0
18-Mar-16, 0.0
19-Mar-16, 0.0
20-Mar-16, 0.0
21-Mar-16, 0.0
22-Mar-16, 0.0
23-Mar-16, 0.0
24-Mar-16, 0.0
25-Mar-16, 0.0
26-Mar-16, 0.0
27-Mar-16, 0.0
28-Mar-16, 0.0
29-Mar-16, 0.0
30-Mar-16, 0.0
31-Mar-16, 0.0
01-Apr-16, 0.0
02-Apr-16, 0.0
03-Apr-16, 0.0
04-Apr-16, 0.0
05-Apr-16, 0.0
06-Apr-16, 0.0
07-Apr-16, 0.0
08-Apr-16, 0.0
09-Apr-16, 0.0
10-Apr-16, 0.0
11-Apr-16, 0.0
12-Apr-16, 0.0
13-Apr-16, 0.0
14-Apr-16, 0.0
15-Apr-16, 0.0
16-Apr-16, 0.0
17-Apr-16, 0.0
18-Apr-16, 0.0
19-Apr-16, 0.0
20-Apr-16, 0.0
21-Apr-16, 0.0
22-Apr-16, 0.0
23-Apr-16, 0.0
24-Apr-16, 0.0
25-Apr-16, 0.0
26-Apr-16, 0.0
27-Apr-16, 0.0
28-Apr-16, 0.0
29-Apr-16, 0.0
30-Apr-16, 0.0
01-May-16, 0.0
02-May-16, 0.0
03-May-16, 0.0
04-May-16, 0.0
05-May-16, 0.0
06-May-16, 0.0
07-May-16, 0.0
08-May-16, 0.0
09-May-16, 0.0
10-May-16, 0.0
11-May-16, 0.0
12-May-16, 0.0
13-May-16, 0.0
14-May-16, 0.0
15-May-16, 0.0
16-May-16, 0.0
17-May-16, 0.0
18-May-16, 0.0
19-May-16, 0.0
20-May-16, 0.0
21-May-16, 0.0
22-May-16, 0.0
23-May-16, 0.0
24-May-16, 0.0
25-May-16, 0.0
26-May-16, 0.0
27-May-16, 0.0
28-May-16, 0.0
29-May-16, 0.0
30-May-16, 0.0
31-May-16, 0.0
01-Jun-16, 0.0
02-Jun-16, 0.0
03-Jun-16, 0.0
04-Jun-16, 0.0
05-Jun-16, 0.0
06-Jun-16, 0.0
07-Jun-16, 0.0
08-Jun-16, 0.0
09-Jun-16, 0.0
10-Jun-16, 0.0
11-Jun-16, 0.0
12-Jun-16, 0.0
13-Jun-16, 0.0
14-Jun-16, 0.0
15-Jun-16, 0.0
16-Jun-16, 0.239
17-Jun-16, 0.161
18-Jun-16, 0.0
19-Jun-16, 0.0
20-Jun-16, 0.0
21-Jun-16, 0.0
22-Jun-16, 0.0
23-Jun-16, 0.0
24-Jun-16, 0.0
25-Jun-16, 0.0
26-Jun-16, 0.0
27-Jun-16, 0.0
28-Jun-16, 0.0
29-Jun-16, 0.0
30-Jun-16, 0.528
01-Jul-16, 0.291
02-Jul-16, 0.0
03-Jul-16, 0.0
04-Jul-16, 0.0
05-Jul-16, 0.0
06-Jul-16, 0.0
07-Jul-16, 0.387
08-Jul-16, 0.0
09-Jul-16, 0.0
10-Jul-16, 0.0
11-Jul-16, 0.0
12-Jul-16, 0.0
13-Jul-16, 0.486
14-Jul-16, 0.0
15-Jul-16, 0.19899999999999998
16-Jul-16, 0.0
17-Jul-16, 0.0
18-Jul-16, 0.286
19-Jul-16, 0.0
20-Jul-16, 0.0
21-Jul-16, 0.0
22-Jul-16, 0.475
23-Jul-16, 0.0
24-Jul-16, 0.0
25-Jul-16, 0.0
26-Jul-16, 0.0
27-Jul-16, 0.0
28-Jul-16, 0.17200000000000001
29-Jul-16, 0.0
30-Jul-16, 0.0
31-Jul-16, 0.0
01-Aug-16, 0.0
02-Aug-16, 0.0
03-Aug-16, 0.116
04-Aug-16, 0.0
05-Aug-16, 0.0
06-Aug-16, 0.0
07-Aug-16, 0.0
08-Aug-16, 0.0
09-Aug-16, 0.0
10-Aug-16, 0.0
11-Aug-16, 0.0
12-Aug-16, 0.291
13-Aug-16, 0.0
14-Aug-16, 0.0
15-Aug-16, 0.0
16-Aug-16, 0.0
17-Aug-16, 0.0
18-Aug-16, 0.0
19-Aug-16, 0.0
20-Aug-16, 0.0
21-Aug-16, 0.0
22-Aug-16, 0.0
23-Aug-16, 0.316
24-Aug-16, 0.0
25-Aug-16, 0.0
26-Aug-16, 0.0
27-Aug-16, 0.0
28-Aug-16, 0.0
29-Aug-16, 0.0
30-Aug-16, 0.0
31-Aug-16, 0.0
01-Sep-16, 0.0
02-Sep-16, 0.0
03-Sep-16, 0.0
04-Sep-16, 0.0
05-Sep-16, 0.0
06-Sep-16, 0.0
07-Sep-16, 0.0
08-Sep-16, 0.155
09-Sep-16, 0.333
10-Sep-16, 0.0
11-Sep-16, 0.0
12-Sep-16, 0.194
13-Sep-16, 0.0
14-Sep-16, 0.216
15-Sep-16, 0.079
16-Sep-16, 0.0
17-Sep-16, 0.0
18-Sep-16, 0.0
19-Sep-16, 0.0
20-Sep-16, 0.0
21-Sep-16, 0.0
22-Sep-16, 0.0
23-Sep-16, 0.0
24-Sep-16, 0.0
25-Sep-16, 0.0
26-Sep-16, 0.0
27-Sep-16, 0.0
28-Sep-16, 0.0945
29-Sep-16, 0.0
30-Sep-16, 0.0
01-Oct-16, 0.0
02-Oct-16, 0.0
03-Oct-16, 0.0
04-Oct-16, 0.0
05-Oct-16, -0.0602
06-Oct-16, 0.0
07-Oct-16, 0.27249999999999996
08-Oct-16, 0.0
09-Oct-16, -0.0775
10-Oct-16, 0.035500000000000004
11-Oct-16, 0.0
12-Oct-16, 0.074
13-Oct-16, -0.07024999999999999
14-Oct-16, -0.097
15-Oct-16, 0.0
16-Oct-16, 0.0
17-Oct-16, 0.113
18-Oct-16, 0.0
19-Oct-16, 0.0
20-Oct-16, 0.0
21-Oct-16, 0.0
22-Oct-16, 0.0
23-Oct-16, 0.0
24-Oct-16, 0.008500000000000008
25-Oct-16, -0.103
26-Oct-16, 0.0
27-Oct-16, 0.1045
28-Oct-16, 0.266
29-Oct-16, 0.0
30-Oct-16, 0.0
31-Oct-16, 0.0
01-Nov-16, 0.0
02-Nov-16, 0.0
03-Nov-16, 0.2795
04-Nov-16, 0.0945
05-Nov-16, 0.0
06-Nov-16, 0.0
07-Nov-16, 0.0
08-Nov-16, 0.3715
09-Nov-16, 0.0
10-Nov-16, 0.528
11-Nov-16, 0.0
12-Nov-16, 0.0
13-Nov-16, 0.0
14-Nov-16, 0.074
15-Nov-16, 0.0
16-Nov-16, 0.0
17-Nov-16, 0.0
18-Nov-16, 0.528
19-Nov-16, 0.0
20-Nov-16, 0.0
21-Nov-16, 0.0
22-Nov-16, 0.0
23-Nov-16, 0.0
24-Nov-16, 0.0
25-Nov-16, 0.0
26-Nov-16, 0.0
27-Nov-16, 0.0
28-Nov-16, 0.0
29-Nov-16, 0.407
30-Nov-16, 0.0
01-Dec-16, 0.0
02-Dec-16, 0.0
03-Dec-16, 0.0
04-Dec-16, 0.0
05-Dec-16, 0.0
06-Dec-16, 0.286
07-Dec-16, 0.0
08-Dec-16, 0.0
09-Dec-16, 0.2835
10-Dec-16, 0.0
11-Dec-16, 0.0
12-Dec-16, 0.0
13-Dec-16, 0.0
14-Dec-16, -0.167
15-Dec-16, 0.0
16-Dec-16, 0.0
17-Dec-16, 0.0
18-Dec-16, 0.0
19-Dec-16, 0.34850000000000003
20-Dec-16, 0.0
21-Dec-16, 0.316
22-Dec-16, 0.0
23-Dec-16, 0.0
24-Dec-16, 0.0
25-Dec-16, 0.0
26-Dec-16, 0.291
27-Dec-16, 0.0
28-Dec-16, 0.316
29-Dec-16, 0.0
30-Dec-16, 0.0
31-Dec-16, 0.0
01-Jan-17, 0.0
02-Jan-17, 0.0
03-Jan-17, 0.316
04-Jan-17, 0.0
05-Jan-17, 0.0
06-Jan-17, 0.0
07-Jan-17, 0.0
08-Jan-17, 0.0
09-Jan-17, 0.0
10-Jan-17, 0.0
11-Jan-17, 0.0
12-Jan-17, -0.265
13-Jan-17, -0.1215
14-Jan-17, 0.0
15-Jan-17, 0.0
16-Jan-17, 0.528
17-Jan-17, 0.0
18-Jan-17, 0.0
19-Jan-17, 0.0
20-Jan-17, 0.0
21-Jan-17, 0.0
22-Jan-17, 0.0
23-Jan-17, 0.0
24-Jan-17, 0.037
25-Jan-17, 0.0
26-Jan-17, 0.0
27-Jan-17, 0.0
28-Jan-17, 0.0
29-Jan-17, 0.0
30-Jan-17, 0.0
31-Jan-17, 0.0
01-Feb-17, 0.316
02-Feb-17, 0.0
03-Feb-17, 0.0
04-Feb-17, 0.0
05-Feb-17, 0.0
06-Feb-17, 0.0
07-Feb-17, 0.0
08-Feb-17, 0.0
09-Feb-17, 0.0
10-Feb-17, 0.0
11-Feb-17, 0.0
12-Feb-17, 0.0
13-Feb-17, 0.328
14-Feb-17, 0.0
15-Feb-17, -0.495
16-Feb-17, 0.0
17-Feb-17, 0.0
18-Feb-17, 0.0
19-Feb-17, 0.0
20-Feb-17, 0.0
21-Feb-17, 0.0
22-Feb-17, 0.0
23-Feb-17, 0.0
24-Feb-17, 0.0
25-Feb-17, 0.0
26-Feb-17, 0.0
27-Feb-17, 0.483
28-Feb-17, 0.0
01-Mar-17, 0.0
02-Mar-17, 0.0
03-Mar-17, 0.0
04-Mar-17, 0.0
05-Mar-17, 0.0
06-Mar-17, 0.0
07-Mar-17, 0.0
08-Mar-17, 0.0
09-Mar-17, 0.0
10-Mar-17, 0.0
11-Mar-17, 0.0
12-Mar-17, 0.0
13-Mar-17, 0.0
14-Mar-17, 0.0
15-Mar-17, 0.0
16-Mar-17, 0.27
17-Mar-17, 0.0
18-Mar-17, 0.0
19-Mar-17, 0.0
20-Mar-17, 0.0
21-Mar-17, 0.0
22-Mar-17, 0.0
23-Mar-17, 0.0
24-Mar-17, 0.0
25-Mar-17, 0.0
26-Mar-17, 0.0
27-Mar-17, 0.316
28-Mar-17, 0.0
29-Mar-17, 0.0
30-Mar-17, 0.0
31-Mar-17, 0.291
01-Apr-17, 0.0
02-Apr-17, 0.0
03-Apr-17, 0.1455
04-Apr-17, 0.0
05-Apr-17, 0.0
06-Apr-17, 0.0
07-Apr-17, 0.0
08-Apr-17, 0.0
09-Apr-17, 0.0
10-Apr-17, 0.0
11-Apr-17, 0.0
12-Apr-17, 0.0
13-Apr-17, 0.0
14-Apr-17, 0.0
15-Apr-17, 0.0
16-Apr-17, 0.0
17-Apr-17, 0.528
18-Apr-17, 0.0
19-Apr-17, 0.309
20-Apr-17, 0.528
21-Apr-17, 0.0
22-Apr-17, 0.0
23-Apr-17, 0.0
24-Apr-17, 0.0
25-Apr-17, 0.0
26-Apr-17, 0.0
27-Apr-17, 0.0
28-Apr-17, 0.0
29-Apr-17, 0.0
30-Apr-17, 0.0
01-May-17, 0.0
02-May-17, 0.0
03-May-17, 0.0
04-May-17, 0.0
05-May-17, 0.0
06-May-17, 0.0
07-May-17, 0.0
08-May-17, 0.0
09-May-17, 0.0
10-May-17, 0.0
11-May-17, 0.0
12-May-17, 0.0
13-May-17, 0.0
14-May-17, 0.0
15-May-17, 0.0
16-May-17, 0.0
17-May-17, 0.0
18-May-17, 0.0
19-May-17, 0.0
20-May-17, 0.0
21-May-17, 0.0
22-May-17, 0.0
23-May-17, 0.0
24-May-17, 0.0
25-May-17, 0.197
26-May-17, 0.0
27-May-17, 0.0
28-May-17, 0.0
29-May-17, 0.0
30-May-17, 0.0
31-May-17, 0.224
01-Jun-17, 0.0
02-Jun-17, 0.0
03-Jun-17, 0.0
04-Jun-17, 0.0
05-Jun-17, 0.0
06-Jun-17, 0.0
07-Jun-17, 0.0
08-Jun-17, 0.0
09-Jun-17, 0.0
10-Jun-17, 0.0
11-Jun-17, 0.0
12-Jun-17, 0.0
13-Jun-17, 0.528
14-Jun-17, 0.0
15-Jun-17, 0.0
16-Jun-17, 0.0
17-Jun-17, 0.0
18-Jun-17, 0.0
19-Jun-17, 0.0
20-Jun-17, 0.0
21-Jun-17, 0.0
22-Jun-17, 0.0
23-Jun-17, 0.0
24-Jun-17, 0.0
25-Jun-17, 0.0
26-Jun-17, 0.0
27-Jun-17, -0.097
28-Jun-17, 0.0
29-Jun-17, 0.0
30-Jun-17, 0.0
01-Jul-17, 0.0
02-Jul-17, 0.0
03-Jul-17, 0.0
04-Jul-17, 0.0
05-Jul-17, 0.0
06-Jul-17, 0.0
07-Jul-17, 0.0
08-Jul-17, 0.0
09-Jul-17, 0.0
10-Jul-17, 0.0
11-Jul-17, 0.0
12-Jul-17, 0.0
13-Jul-17, 0.0
14-Jul-17, 0.0
15-Jul-17, 0.0
16-Jul-17, 0.0
17-Jul-17, -0.22
18-Jul-17, 0.0
19-Jul-17, 0.0
20-Jul-17, 0.0
21-Jul-17, 0.0
22-Jul-17, 0.0
23-Jul-17, 0.0
24-Jul-17, 0.0
25-Jul-17, 0.0
26-Jul-17, 0.0
27-Jul-17, -0.135
28-Jul-17, 0.0
29-Jul-17, 0.0
30-Jul-17, 0.0
31-Jul-17, 0.277
01-Aug-17, 0.0
02-Aug-17, 0.0
03-Aug-17, 0.0
04-Aug-17, 0.0
05-Aug-17, 0.0
06-Aug-17, 0.0
07-Aug-17, 0.0
08-Aug-17, 0.0
09-Aug-17, 0.0
10-Aug-17, 0.0
11-Aug-17, 0.0
12-Aug-17, 0.0
13-Aug-17, 0.0
14-Aug-17, 0.0
15-Aug-17, 0.0
16-Aug-17, 0.0
17-Aug-17, 0.0
18-Aug-17, 0.0
19-Aug-17, 0.0
20-Aug-17, 0.0
21-Aug-17, 0.0
22-Aug-17, 0.0
23-Aug-17, 0.0
24-Aug-17, 0.0
25-Aug-17, 0.0
26-Aug-17, 0.0
27-Aug-17, 0.0
28-Aug-17, 0.0
29-Aug-17, 0.0
30-Aug-17, 0.0
31-Aug-17, 0.0
01-Sep-17, 0.158
02-Sep-17, 0.0
03-Sep-17, 0.0
04-Sep-17, 0.0
05-Sep-17, 0.0
06-Sep-17, 0.12
07-Sep-17, 0.13366666666666668
08-Sep-17, 0.0
09-Sep-17, 0.0
10-Sep-17, 0.0
11-Sep-17, 0.1186
12-Sep-17, 0.0
13-Sep-17, -0.072
14-Sep-17, 0.14200000000000002
15-Sep-17, 0.326
16-Sep-17, 0.0
17-Sep-17, 0.0
18-Sep-17, 0.174
19-Sep-17, -0.042499999999999996
20-Sep-17, 0.0
21-Sep-17, 0.0
22-Sep-17, 0.0
23-Sep-17, 0.0
24-Sep-17, 0.0
25-Sep-17, 0.09600000000000002
26-Sep-17, -0.11333333333333334
27-Sep-17, 0.0
28-Sep-17, -0.05450000000000001
29-Sep-17, 0.021250000000000005
30-Sep-17, 0.0
01-Oct-17, 0.0
02-Oct-17, -0.055999999999999994
03-Oct-17, 0.049
04-Oct-17, 0.023785714285714292
